live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
206,206,0,800711174,Ethan Domingo,M,AUS,Australia,2010,395,395,0,277,472,118,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Burnie | 2026-02-03,60 pts | BASE | J60 | WR | J60 Gold Coast | 2025-07-02,45 pts | BASE | J500 | R32 | J500 Osaka | 2025-09-22,36 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,18 pts | BASE | J200 | R32 | J200 Kuala Lumpur | 2026-04-14,18 pts | BASE | J60 | SF | J60 Darwin | 2025-06-02,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,75 pts | BASE | J200 | SF | J200 Kuala Lumpur | 2026-04-14,75 pts | BASE | J100 | WR | J100 Burnie | 2026-02-03,75 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,67 pts | BASE | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | BASE | J200 | QF | J200 Miki | 2025-09-16,2026-06-02,2026-06-02T23:19:32.284Z
207,207,0,800634862,Arseniy Trebukhin,M,KAZ,Kazakhstan,2008,394.5,394.5,0,312,330,82.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Karaganda | 2026-02-16,60 pts | BASE | J60 | WR | J60 Karaganda | 2026-02-09,60 pts | BASE | J100 | RU | J100 Namangan | 2025-08-11,60 pts | BASE | J100 | RU | J100 Almaty | 2025-06-23,36 pts | BASE | J100 | SF | J100 Fergana | 2025-09-29,36 pts | BASE | J200 | R16 | J200 Astana | 2025-09-01,75 pts | BASE | J100 | WR | J100 Karaganda | 2026-02-16,75 pts | BASE | J300 | QF | J300 Astana | 2025-09-08,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J60 | WR | J60 Karaganda | 2026-02-09,45 pts | BASE | J200 | QF | J200 Fergana | 2025-10-06,45 pts | BASE | J100 | RU | J100 Fergana | 2025-09-29,2026-06-02,2026-06-02T23:19:32.284Z
208,208,0,800630828,Ivan Dorokhov,M,RUS,Russia,2008,394,394,0,328,264,66,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Loughborough | 2026-03-02,60 pts | BASE | J60 | WR | J60 Stirling | 2025-11-26,60 pts | BASE | J60 | WR | J60 Loughborough | 2025-10-13,36 pts | BASE | J200 | R16 | J200 Villach | 2026-04-27,36 pts | BASE | J200 | R16 | J200 Florence | 2026-04-01,36 pts | BASE | J200 | R16 | J200 Astana | 2025-09-01,75 pts | BASE | J100 | WR | J100 Loughborough | 2026-03-02,45 pts | BASE | J200 | QF | J200 Villach | 2026-04-27,45 pts | BASE | J200 | QF | J200 Aldershot | 2026-04-20,45 pts | BASE | J60 | WR | J60 Loughborough | 2025-10-13,27 pts | BASE | J200 | R16 | J200 Piestany | 2026-04-14,27 pts | BASE | J200 | R16 | J200 Astana | 2025-09-01,2026-06-02,2026-06-02T23:19:32.284Z
209,209,0,800737321,Kaigaoge Kang,M,CHN,"China, P.R.",2008,393,393,0,288,420,105,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Nonthaburi | 2026-03-02,60 pts | BASE | J200 | QF | J200 Hong Kong | 2025-09-30,60 pts | BASE | J300 | R16 | J300 Astana | 2025-09-08,36 pts | BASE | J200 | R16 | J200 Astana | 2025-09-01,36 pts | BASE | J100 | SF | J100 Cholpon-Ata | 2025-08-25,36 pts | BASE | J100 | SF | J100 Fergana | 2025-08-18,105 pts | BASE | J200 | RU | J200 Hong Kong | 2025-09-30,105 pts | BASE | J300 | SF | J300 Astana | 2025-09-08,75 pts | BASE | J100 | WR | J100 Fergana | 2025-08-18,45 pts | BASE | J100 | RU | J100 Wuhan | 2026-04-21,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J300 | R16 | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.284Z
209,210,1,800708478,Kensuke Kobayashi,M,JPN,Japan,2009,393,393,0,288,420,105,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Kolkata | 2026-01-19,60 pts | BASE | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,36 pts | BASE | J200 | R16 | J200 Tainan | 2025-11-25,36 pts | BASE | J100 | SF | J100 Changhua | 2025-11-18,36 pts | BASE | J200 | R16 | J200 Hong Kong | 2025-09-30,105 pts | BASE | J300 | SF | J300 New Delhi | 2026-01-05,75 pts | BASE | J100 | WR | J100 Huzhou | 2026-05-18,75 pts | BASE | J300 | QF | J300 Kuching | 2026-04-07,75 pts | BASE | J200 | SF | J200 Gurugram | 2026-01-12,45 pts | BASE | J300 | R16 | J300 Nonthaburi | 2026-03-02,45 pts | BASE | J200 | QF | J200 Tainan | 2025-11-25,2026-06-02,2026-06-02T23:19:32.284Z
211,211,0,800590223,Alexey Frolov,M,RUS,Russia,2009,390.25,390.25,0,361,117,29.25,6,6,0,0,0,0,false,100 pts | BASE | J200 | SF | J200 Tainan | 2025-11-25,60 pts | BASE | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | BASE | J100 | RU | J100 Fergana | 2025-09-29,60 pts | BASE | J60 | WR | J60 Tsaghkadzor | 2025-07-14,45 pts | BASE | J500 | R32 | J500 Cairo | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Gurugram | 2026-01-12,45 pts | BASE | J300 | R16 | J300 Villena | 2026-03-16,45 pts | BASE | J200 | QF | J200 Tainan | 2025-11-25,27 pts | BASE | J100 | SF | J100 Dubrovnik | 2025-10-27,0 pts | BASE | J500 | R32 | J500 Cairo | 2026-04-06,0 pts | BASE | J300 | R16 | J300 New Delhi | 2026-01-05,0 pts | BASE | J100 | R16 | J100 Nicosia | 2025-11-10,2026-06-02,2026-06-02T23:19:32.284Z
212,228,16,800664509,Pablo Pradat,M,FRA,France,2010,357.5,388.75,31.25,282,427,106.75,6,6,2,120,1,1,true,60 pts | BASE | J200 | QF | J200 Cap d'Ail | 2026-03-30,60 pts | BASE | J200 | QF | J200 Hammamet | 2026-01-13,60 pts | BASE | J100 | RU | J100 Balma | 2025-10-20,36 pts | BASE | J200 | R16 | J200 Benicarlo | 2026-03-10,36 pts | BASE | J60 | RU | J60 Nicosia | 2025-11-03,30 pts | LIVE | JGS | R64 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Charleroi-Marcinelle | 2026-05-25,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,45 pts | BASE | J200 | QF | J200 Prato | 2026-05-05,45 pts | BASE | J200 | QF | J200 Salsomaggiore | 2026-04-27,45 pts | BASE | J200 | QF | J200 Istres | 2026-04-06,45 pts | BASE | J100 | RU | J100 Nicosia | 2025-11-10,2026-06-02,2026-06-02T23:19:32.284Z
213,212,-1,800746542,Taiki Takizawa,M,AUS,Australia,2010,385.75,385.75,0,232,615,153.75,6,6,0,0,0,0,false,90 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,60 pts | BASE | J200 | QF | J200 St. Poelten | 2026-05-05,36 pts | BASE | J200 | R16 | J200 Sydney | 2025-08-26,18 pts | BASE | J200 | R32 | J200 Nonthaburi | 2026-02-23,18 pts | BASE | J200 | R32 | J200 Sydney (Regional Championships) | 2025-08-19,10 pts | BASE | J60 | QF | J60 Eindhoven | 2025-07-22,150 pts | BASE | J200 | WR | J200 Villach | 2026-04-27,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | BASE | J300 | SF | J300 Nonthaburi | 2026-03-02,75 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,75 pts | BASE | J100 | WR | J100 Cairo | 2025-10-27,75 pts | BASE | J100 | WR | J100 Aridea | 2025-10-06,2026-06-02,2026-06-02T23:19:32.284Z
214,213,-1,800664204,Hryhorii Kartavenko,M,UKR,Ukraine,2008,385.5,385.5,0,288,390,97.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Plovdiv | 2026-04-28,60 pts | BASE | J200 | QF | J200 Haskovo | 2026-04-21,60 pts | BASE | J60 | WR | J60 Vyshkovo (CLOSED) | 2025-09-29,36 pts | BASE | J200 | R16 | J200 Kosice | 2026-01-06,36 pts | BASE | J100 | SF | J100 Aizkraukle | 2025-12-08,36 pts | BASE | J100 | SF | J100 Aizkraukle | 2025-12-01,75 pts | BASE | J300 | QF | J300 Plovdiv | 2026-04-28,75 pts | BASE | J100 | WR | J100 Chisinau | 2026-02-23,75 pts | BASE | J200 | SF | J200 Siauliai | 2026-02-17,75 pts | BASE | J100 | WR | J100 Mostar | 2025-09-15,45 pts | BASE | J60 | WR | J60 Nicosia | 2025-11-03,45 pts | BASE | J60 | WR | J60 Slovenska Lupca | 2025-08-05,2026-06-02,2026-06-02T23:19:32.284Z
215,214,-1,800568045,Alexey Shibaev,M,RUS,Russia,2008,380,380,0,202,712,178,6,6,0,0,0,0,false,100 pts | BASE | J200 | SF | J200 Kolkata | 2026-01-19,36 pts | BASE | J200 | R16 | J200 Astana | 2025-09-01,20 pts | BASE | J100 | QF | J100 Mohammedia | 2026-04-27,18 pts | BASE | J200 | R32 | J200 Nonthaburi | 2026-02-23,18 pts | BASE | J60 | SF | J60 Nairobi | 2025-11-03,10 pts | BASE | J100 | R16 | J100 Bucharest | 2026-05-25,157 pts | BASE | J300 | RU | J300 Astana | 2025-09-08,150 pts | BASE | J200 | WR | J200 Nonthaburi | 2026-02-23,150 pts | BASE | J200 | WR | J200 Astana | 2025-09-01,105 pts | BASE | J200 | RU | J200 Chuncheon | 2025-09-30,75 pts | BASE | J200 | SF | J200 Targu Jiu | 2026-05-18,75 pts | BASE | J300 | QF | J300 Nonthaburi | 2026-03-02,2026-06-02,2026-06-02T23:19:32.284Z
216,215,-1,800647226,Tomas Laukys,M,USA,USA,2010,377.5,377.5,0,328,198,49.5,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Trnava | 2026-02-17,60 pts | BASE | J100 | RU | J100 Loughborough | 2026-03-09,60 pts | BASE | J60 | WR | J60 Tsaghkadzor | 2025-07-07,36 pts | BASE | J200 | R16 | J200 Piestany | 2026-04-14,36 pts | BASE | J100 | SF | J100 Loughborough | 2026-03-02,36 pts | BASE | J100 | SF | J100 Vic | 2025-09-01,45 pts | BASE | J200 | QF | J200 College Grove | 2026-05-04,45 pts | BASE | J60 | WR | J60 Tsaghkadzor | 2025-07-07,27 pts | BASE | J200 | R16 | J200 Piestany | 2026-04-14,27 pts | BASE | J100 | SF | J100 Loughborough | 2026-03-02,27 pts | BASE | J100 | SF | J100 Manacor | 2026-02-02,27 pts | BASE | J100 | SF | J100 Vic | 2025-09-01,2026-06-02,2026-06-02T23:19:32.284Z
217,216,-1,800598481,Sin Hang Tam,M,HKG,"Hong Kong, China",2009,377,377,0,272,420,105,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Chengdu | 2025-10-28,60 pts | BASE | J60 | WR | J60 Chengdu | 2025-10-21,60 pts | BASE | J60 | WR | J60 Seremban | 2025-07-22,36 pts | BASE | J200 | R16 | J200 Villach | 2026-04-27,36 pts | BASE | J100 | SF | J100 Kuala Lumpur | 2025-09-09,20 pts | BASE | J100 | QF | J100 Changhua | 2025-11-18,75 pts | BASE | J300 | QF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | BASE | J200 | SF | J200 Tainan | 2025-11-25,75 pts | BASE | J100 | WR | J100 Chengdu | 2025-10-28,75 pts | BASE | J200 | SF | J200 Hong Kong | 2025-09-30,75 pts | BASE | J100 | WR | J100 Hong Kong | 2025-09-23,45 pts | BASE | J200 | QF | J200 Haskovo | 2026-04-21,2026-06-02,2026-06-02T23:19:32.284Z
218,217,-1,800701855,Lin Hao-Yu,M,TPE,Chinese Taipei,2008,370.5,370.5,0,288,330,82.5,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Changhua | 2025-11-11,60 pts | BASE | J60 | WR | J60 MACAU | 2025-08-18,60 pts | BASE | J60 | WR | J60 Jakarta | 2025-07-01,36 pts | BASE | J200 | R16 | J200 Kolkata | 2026-01-19,36 pts | BASE | J60 | RU | J60 Kaohsiung | 2025-11-04,36 pts | BASE | J200 | R16 | J200 Nanjing | 2025-09-09,75 pts | BASE | J200 | SF | J200 Chuncheon | 2025-09-30,75 pts | BASE | J300 | QF | J300 Beijing | 2025-09-16,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J300 | R16 | J300 Nonthaburi | 2026-03-02,45 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,45 pts | BASE | J200 | QF | J200 Nanjing | 2025-09-09,2026-06-02,2026-06-02T23:19:32.284Z
218,218,0,800742825,Antoine Clavel,M,CAN,Canada,2009,370.5,370.5,0,288,330,82.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Punta Cana | 2026-02-09,60 pts | BASE | J100 | RU | J100 Guadalajara | 2025-11-03,60 pts | BASE | J100 | RU | J100 Queretaro | 2025-10-27,36 pts | BASE | J100 | SF | J100 Dubai | 2026-01-12,36 pts | BASE | J200 | R16 | J200 Montreal | 2025-09-08,36 pts | BASE | J60 | RU | J60 Edmonton | 2025-06-02,75 pts | BASE | J100 | WR | J100 Ile des Soeurs | 2026-05-04,75 pts | BASE | J100 | WR | J100 Queretaro | 2025-10-27,45 pts | BASE | J200 | QF | J200 Florence | 2026-04-01,45 pts | BASE | J100 | RU | J100 Fujairah | 2026-01-05,45 pts | BASE | J100 | RU | J100 Guadalajara | 2025-11-03,45 pts | BASE | J300 | R16 | J300 Repentigny | 2025-08-24,2026-06-02,2026-06-02T23:19:32.284Z
220,219,-1,800757256,Anay Kulkarni,M,USA,USA,2010,370,370,0,312,232,58,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 San Jose | 2026-04-27,60 pts | BASE | J60 | WR | J60 San Luis Potosi | 2026-02-23,60 pts | BASE | J60 | WR | J60 Tegucigalpa | 2025-09-08,36 pts | BASE | J60 | RU | J60 Punta Cana | 2026-04-06,36 pts | BASE | J60 | RU | J60 Santo Domingo | 2025-10-06,20 pts | BASE | J100 | QF | J100 San Jose | 2026-05-04,75 pts | BASE | J100 | WR | J100 San Jose | 2026-04-27,45 pts | BASE | J100 | RU | J100 San Jose | 2026-05-04,45 pts | BASE | J300 | R16 | J300 Tucson | 2026-03-09,45 pts | BASE | J60 | WR | J60 Tegucigalpa | 2025-09-08,15 pts | BASE | J100 | QF | J100 Mount Pleasant | 2026-04-20,7 pts | BASE | J60 | QF | J60 San Luis Potosi | 2026-02-16,2026-06-02,2026-06-02T23:19:32.284Z
221,220,-1,800731445,Ikenna Prosper Okonkwo,M,NGR,Nigeria,2009,369.5,369.5,0,272,390,97.5,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Sousse | 2026-04-21,60 pts | BASE | J60 | WR | J60 Mahdia | 2026-05-12,36 pts | BASE | J100 | SF | J100 Monterrey | 2025-07-07,36 pts | BASE | J200 | R16 | J200 Monterrey | 2025-06-30,20 pts | BASE | J100 | QF | J100 Monastir | 2026-04-28,20 pts | BASE | J100 | QF | J100 Nairobi | 2025-11-10,75 pts | BASE | J100 | WR | J100 Sousse | 2026-04-21,75 pts | BASE | J100 | WR | J100 Pretoria | 2025-09-01,75 pts | BASE | J100 | WR | J100 Monterrey | 2025-07-07,75 pts | BASE | J200 | SF | J200 Monterrey | 2025-06-30,45 pts | BASE | J60 | WR | J60 Mahdia | 2026-05-12,45 pts | BASE | J100 | RU | J100 Potchefstroom | 2026-03-02,2026-06-02,2026-06-02T23:19:32.284Z
222,221,-1,800593247,Adolfo Abascal,M,ESP,Spain,2009,366.5,366.5,0,254,450,112.5,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Lousada | 2026-05-11,60 pts | BASE | J200 | QF | J200 Hammamet | 2026-01-13,36 pts | BASE | J200 | R16 | J200 Vigo | 2025-09-30,20 pts | BASE | J100 | QF | J100 Balma | 2025-10-20,20 pts | BASE | J100 | QF | J100 Barcelona | 2025-08-19,18 pts | BASE | J200 | R32 | J200 Rakovnik | 2025-09-01,105 pts | BASE | J200 | RU | J200 Istres | 2026-04-06,105 pts | BASE | J200 | RU | J200 Rakovnik | 2025-09-01,75 pts | BASE | J200 | SF | J200 Benicarlo | 2026-03-10,75 pts | BASE | J200 | SF | J200 Hammamet | 2026-01-13,45 pts | BASE | J200 | QF | J200 Florence | 2026-04-01,45 pts | BASE | J200 | QF | J200 Valencia | 2026-03-02,2026-06-02,2026-06-02T23:19:32.284Z
223,222,-1,800599048,Wonmin Kim,M,KOR,"Korea, Rep.",2009,366,366,0,276,360,90,6,6,0,0,0,0,false,140 pts | BASE | J200 | RU | J200 Gurugram | 2026-01-12,36 pts | BASE | J200 | R16 | J200 Chuncheon | 2025-09-30,30 pts | BASE | J300 | R32 | J300 Nonthaburi | 2026-03-02,30 pts | BASE | J300 | R32 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,20 pts | BASE | J100 | QF | J100 Kuala Lumpur | 2025-09-09,20 pts | BASE | J100 | QF | J100 Kuching | 2025-09-02,105 pts | BASE | J300 | SF | J300 New Delhi | 2026-01-05,75 pts | BASE | J300 | QF | J300 Kuching | 2026-04-07,45 pts | BASE | J200 | QF | J200 Nonthaburi | 2026-02-23,45 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,45 pts | BASE | J200 | QF | J200 Miki | 2025-09-16,45 pts | BASE | J100 | RU | J100 Kuala Lumpur | 2025-09-09,2026-06-02,2026-06-02T23:19:32.284Z
223,223,0,800684025,Doruk Calikoglu,M,TUR,Turkiye,2008,366,366,0,288,312,78,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Istanbul | 2026-05-04,60 pts | BASE | J100 | RU | J100 Algiers | 2026-04-06,60 pts | BASE | J60 | WR | J60 Antalya | 2026-02-09,36 pts | BASE | J100 | SF | J100 Istanbul | 2026-04-20,36 pts | BASE | J100 | SF | J100 Istanbul | 2026-01-05,36 pts | BASE | J60 | RU | J60 Dubai | 2025-11-17,75 pts | BASE | J100 | WR | J100 Istanbul | 2026-04-20,75 pts | BASE | J100 | WR | J100 Dubai | 2026-01-12,45 pts | BASE | J60 | WR | J60 Istanbul | 2026-04-27,45 pts | BASE | J60 | WR | J60 Antalya | 2026-02-02,45 pts | BASE | J60 | WR | J60 Manama | 2025-12-08,27 pts | BASE | J100 | SF | J100 Algiers | 2026-04-06,2026-06-02,2026-06-02T23:19:32.284Z
225,224,-1,800772607,Felix Raser,M,AUT,Austria,2009,362.75,362.75,0,226,547,136.75,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Cairo | 2026-03-30,60 pts | BASE | J200 | QF | J200 Kolkata | 2026-01-19,60 pts | BASE | J200 | QF | J200 Gurugram | 2026-01-12,18 pts | BASE | J60 | SF | J60 Domzale | 2025-08-25,18 pts | BASE | J60 | SF | J60 Preveza | 2025-07-08,10 pts | BASE | J100 | R16 | J100 Aizkraukle | 2025-12-01,150 pts | BASE | J200 | WR | J200 Kolkata | 2026-01-19,105 pts | BASE | J200 | RU | J200 Cairo | 2025-11-03,75 pts | BASE | J200 | SF | J200 Villach | 2026-04-27,75 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,75 pts | BASE | J100 | WR | J100 Trnava | 2026-02-17,67 pts | BASE | J500 | R16 | J500 Cairo | 2026-04-06,2026-06-02,2026-06-02T23:19:32.284Z
226,225,-1,800673010,Skander Nsairi,M,TUN,Tunisia,2009,360,360,0,297,252,63,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Hammam Sousse | 2025-10-28,60 pts | BASE | J60 | WR | J60 Rungsted Kyst | 2025-10-13,60 pts | BASE | J100 | RU | J100 Stavanger | 2025-10-06,45 pts | BASE | J500 | R32 | J500 Cairo | 2026-04-06,36 pts | BASE | J100 | SF | J100 Monastir | 2026-04-28,36 pts | BASE | J200 | R16 | J200 Punta Cana | 2026-02-16,45 pts | BASE | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,45 pts | BASE | J200 | QF | J200 Punta Cana | 2026-02-16,45 pts | BASE | J200 | QF | J200 Punta Cana | 2026-02-09,45 pts | BASE | J60 | WR | J60 Megrine | 2025-08-26,45 pts | BASE | J100 | RU | J100 Hammam Sousse | 2025-08-19,27 pts | BASE | J60 | RU | J60 Rungsted Kyst | 2025-10-13,2026-06-02,2026-06-02T23:19:32.284Z
227,226,-1,800726991,Hanlei Lu,M,CHN,"China, P.R.",2009,358.5,358.5,0,282,306,76.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Mornington | 2026-03-10,60 pts | BASE | J60 | WR | J60 Singapore | 2026-02-09,60 pts | BASE | J60 | WR | J60 Singapore | 2026-02-02,36 pts | BASE | J100 | SF | J100 Huzhou | 2026-05-18,36 pts | BASE | J60 | RU | J60 Guangzhou | 2026-01-19,30 pts | BASE | J300 | R32 | J300 Kuching | 2026-04-07,105 pts | BASE | J200 | RU | J200 Nanjing | 2025-09-09,75 pts | BASE | J100 | WR | J100 Zhangjiagang | 2025-09-23,45 pts | BASE | J60 | WR | J60 Singapore | 2026-02-02,27 pts | BASE | J100 | SF | J100 Wuhan | 2026-04-21,27 pts | BASE | J200 | R16 | J200 Kuala Lumpur | 2026-04-14,27 pts | BASE | J60 | RU | J60 Singapore | 2026-02-09,2026-06-02,2026-06-02T23:19:32.284Z
227,227,0,800664214,Gabriel Niedermayr,M,AUT,Austria,2009,358.5,358.5,0,216,570,142.5,6,6,0,0,0,0,false,36 pts | BASE | J200 | R16 | J200 St. Poelten | 2026-05-05,36 pts | BASE | J200 | R16 | J200 Villach | 2026-04-27,36 pts | BASE | J60 | RU | J60 Aizkraukle | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Kolkata | 2026-01-19,36 pts | BASE | J200 | R16 | J200 Gurugram | 2026-01-12,36 pts | BASE | J100 | SF | J100 Almaty | 2025-06-16,150 pts | BASE | J200 | WR | J200 Kolkata | 2026-01-19,150 pts | BASE | J200 | WR | J200 Gurugram | 2026-01-12,75 pts | BASE | J200 | SF | J200 Villach | 2026-04-27,75 pts | BASE | J100 | WR | J100 Hanko | 2026-03-30,75 pts | BASE | J100 | WR | J100 Trnava | 2026-02-17,45 pts | BASE | J200 | QF | J200 St. Poelten | 2026-05-05,2026-06-02,2026-06-02T23:19:32.284Z
229,229,0,800589345,Pietro Ricci,M,ITA,Italy,2008,356.75,356.75,0,218,555,138.75,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Florence | 2026-04-01,60 pts | BASE | J300 | R16 | J300 Casablanca | 2026-02-09,60 pts | BASE | J100 | RU | J100 Palermo | 2025-09-08,18 pts | BASE | J60 | SF | J60 Pescara | 2025-09-29,10 pts | BASE | J100 | R16 | J100 Dubrovnik | 2025-10-27,10 pts | BASE | J100 | R16 | J100 Barcelona | 2025-08-26,150 pts | BASE | J200 | WR | J200 Salsomaggiore | 2026-04-27,105 pts | BASE | J300 | SF | J300 Casablanca | 2026-02-09,75 pts | BASE | J200 | SF | J200 Prato | 2026-05-05,75 pts | BASE | J200 | SF | J200 Florence | 2026-04-01,75 pts | BASE | J300 | QF | J300 Vrsar | 2026-03-23,75 pts | BASE | J200 | SF | J200 Valencia | 2026-03-02,2026-06-02,2026-06-02T23:19:32.284Z
230,230,0,800664727,Mateo Fluri,M,SUI,Switzerland,2008,354.75,354.75,0,258,387,96.75,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Hamburg | 2026-03-09,36 pts | BASE | J200 | R16 | J200 Oberhaching | 2026-02-02,36 pts | BASE | J100 | SF | J100 Saint Gregoire | 2025-11-24,36 pts | BASE | J200 | R16 | J200 Basel | 2025-07-29,30 pts | BASE | J300 | R32 | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,20 pts | BASE | J100 | QF | J100 Trnava | 2025-11-10,150 pts | BASE | J200 | WR | J200 Mugla | 2025-09-29,75 pts | BASE | J100 | WR | J100 Clermont-Ferrand | 2025-08-25,45 pts | BASE | J100 | RU | J100 Manacor | 2026-01-26,45 pts | BASE | J300 | R16 | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,45 pts | BASE | J200 | QF | J200 Rakovnik | 2025-09-01,27 pts | BASE | J100 | SF | J100 Verbier | 2025-06-30,2026-06-02,2026-06-02T23:19:32.285Z
230,231,1,800656414,Cayo Narvaez Espinola,M,PAR,Paraguay,2008,354.75,354.75,0,288,267,66.75,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Lambare | 2025-07-21,60 pts | BASE | J60 | WR | J60 Lambare | 2025-07-14,60 pts | BASE | J60 | WR | J60 Santa Cruz | 2025-06-02,36 pts | BASE | J100 | SF | J100 Luque | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Asuncion | 2026-03-30,36 pts | BASE | J200 | R16 | J200 Salta | 2025-10-06,75 pts | BASE | J200 | SF | J200 Salta | 2025-10-06,75 pts | BASE | J100 | WR | J100 Londrina | 2025-06-30,45 pts | BASE | J200 | QF | J200 Asuncion | 2026-03-30,45 pts | BASE | J200 | QF | J200 Santiago | 2025-09-29,14 pts | BASE | J60 | SF | J60 Santa Cruz | 2025-06-02,13 pts | BASE | J30 | RU | J30 Luque | 2025-07-07,2026-06-02,2026-06-02T23:19:32.285Z
232,232,0,800705403,Koyu Yanagi,M,JPN,Japan,2009,354,354,0,288,264,66,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,60 pts | BASE | J100 | RU | J100 Hong Kong | 2025-09-23,60 pts | BASE | J100 | RU | J100 Kawaguchi | 2025-09-10,36 pts | BASE | J60 | RU | J60 Harmon | 2026-05-19,36 pts | BASE | J60 | RU | J60 Harmon | 2026-05-12,36 pts | BASE | J200 | R16 | J200 Kolkata | 2026-01-19,75 pts | BASE | J200 | SF | J200 Gurugram | 2026-01-12,45 pts | BASE | J60 | WR | J60 Harmon | 2026-05-19,45 pts | BASE | J100 | RU | J100 Andong | 2025-10-28,45 pts | BASE | J200 | QF | J200 Hong Kong | 2025-09-30,27 pts | BASE | J200 | R16 | J200 Kuala Lumpur | 2026-04-14,27 pts | BASE | J100 | SF | J100 Hong Kong | 2025-09-23,2026-06-02,2026-06-02T23:19:32.285Z
