live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
239,240,1,800738190,Yi-En Hua,F,TPE,Chinese Taipei,2009,386.25,386.25,0,240,585,146.25,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Ipoh | 2025-07-29,36 pts | BASE | J100 | SF | J100 Huzhou | 2026-05-18,36 pts | BASE | J100 | SF | J100 Changhua | 2025-11-18,36 pts | BASE | J200 | R16 | J200 Hong Kong | 2025-09-30,36 pts | BASE | J200 | R16 | J200 Nanjing | 2025-09-09,36 pts | BASE | J60 | RU | J60 MACAU | 2025-08-18,225 pts | BASE | J300 | WR | J300 Kuching | 2026-04-07,150 pts | BASE | J200 | WR | J200 Tainan | 2025-11-25,75 pts | BASE | J100 | WR | J100 Changhua | 2025-11-18,45 pts | BASE | J100 | RU | J100 Huzhou | 2026-05-18,45 pts | BASE | J300 | R16 | J300 Nonthaburi | 2026-03-02,45 pts | BASE | J200 | QF | J200 Hong Kong | 2025-09-30,2026-06-02,2026-06-02T23:19:32.295Z
241,241,0,800646012,Lucie Slamenikova,F,CZE,Czechia,2009,385.5,385.5,0,288,390,97.5,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 San Jose | 2026-01-19,60 pts | BASE | J200 | QF | J200 Kosice | 2026-01-06,60 pts | BASE | J100 | RU | J100 Stabekk | 2025-11-17,36 pts | BASE | J200 | R16 | J200 Piestany | 2026-04-14,36 pts | BASE | J100 | SF | J100 Aizkraukle | 2025-12-08,36 pts | BASE | J200 | R16 | J200 Rakovnik | 2025-09-01,105 pts | BASE | J300 | SF | J300 Pancevo | 2025-08-18,75 pts | BASE | J200 | SF | J200 Kosice | 2026-01-06,75 pts | BASE | J100 | WR | J100 Aizkraukle | 2025-12-08,45 pts | BASE | J200 | QF | J200 Florence | 2026-04-01,45 pts | BASE | J200 | QF | J200 Benicarlo | 2026-03-10,45 pts | BASE | J100 | RU | J100 Stabekk | 2025-11-17,2026-06-02,2026-06-02T23:19:32.295Z
242,242,0,800639865,Kseniia Ruchkina,F,RUS,Russia,2010,384.75,384.75,0,216,675,168.75,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Vic | 2025-09-01,60 pts | BASE | J100 | RU | J100 Barcelona | 2025-08-26,36 pts | BASE | J100 | SF | J100 Bruchkoebel | 2025-06-24,20 pts | BASE | J100 | QF | J100 Mohammedia | 2026-04-27,0 pts | BASE | J300 | R64 | J300 Villena | 2026-03-16,0 pts | BASE | J200 | R32 | J200 Benicarlo | 2026-03-10,150 pts | BASE | J200 | WR | J200 Benicarlo | 2026-03-10,150 pts | BASE | J200 | WR | J200 Valencia | 2026-03-02,150 pts | BASE | J200 | WR | J200 Basel | 2025-07-29,75 pts | BASE | J300 | QF | J300 Villena | 2026-03-16,75 pts | BASE | J100 | WR | J100 Barcelona | 2025-08-26,75 pts | BASE | J100 | WR | J100 Bruchkoebel | 2025-06-24,2026-06-02,2026-06-02T23:19:32.295Z
243,243,0,800648436,Aleksandra Barmicheva,F,UZB,Uzbekistan,2010,379,379,0,304,300,75,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Vancouver | 2025-07-07,60 pts | BASE | J200 | QF | J200 Kosice | 2026-01-06,36 pts | BASE | J200 | R16 | J200 Aldershot | 2026-04-20,36 pts | BASE | J200 | R16 | J200 Siauliai | 2026-02-17,36 pts | BASE | J100 | SF | J100 Loughborough | 2025-12-01,36 pts | BASE | J200 | R16 | J200 Miki | 2025-09-16,75 pts | BASE | J100 | WR | J100 Cholpon-Ata | 2025-08-25,45 pts | BASE | J200 | QF | J200 Aldershot | 2026-04-20,45 pts | BASE | J200 | QF | J200 Siauliai | 2026-02-17,45 pts | BASE | J200 | QF | J200 Miki | 2025-09-16,45 pts | BASE | J100 | RU | J100 Harare | 2025-08-04,45 pts | BASE | J100 | RU | J100 Vancouver | 2025-07-07,2026-06-02,2026-06-02T23:19:32.295Z
244,244,0,800631835,Eva Kaliadina,F,RUS,Russia,2010,378,378,0,288,360,90,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Siroki Brijeg | 2026-02-16,60 pts | BASE | J60 | WR | J60 Siroki Brijeg | 2026-02-09,60 pts | BASE | J200 | QF | J200 Astana | 2025-09-01,36 pts | BASE | J100 | SF | J100 Rabat | 2026-05-04,36 pts | BASE | J100 | SF | J100 Fujairah | 2026-01-05,36 pts | BASE | J100 | SF | J100 New Delhi | 2025-11-24,75 pts | BASE | J100 | WR | J100 Rabat | 2026-05-04,75 pts | BASE | J300 | QF | J300 Astana | 2025-09-08,75 pts | BASE | J300 | QF | J300 Pancevo | 2025-08-18,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J60 | WR | J60 Siroki Brijeg | 2026-02-09,45 pts | BASE | J100 | RU | J100 Fujairah | 2026-01-05,2026-06-02,2026-06-02T23:19:32.295Z
245,245,0,800674315,Sarra Attig,F,TUN,Tunisia,2009,376,376,0,328,192,48,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Hammam Sousse | 2025-08-19,60 pts | BASE | J100 | RU | J100 Sousse | 2026-04-21,60 pts | BASE | J300 | R16 | J300 Cairo | 2026-03-30,36 pts | BASE | J200 | R16 | J200 Cairo (Africa Regional Championships) | 2026-03-23,36 pts | BASE | J200 | R16 | J200 Marsa | 2026-01-20,36 pts | BASE | J100 | SF | J100 Accra | 2025-09-29,45 pts | BASE | J200 | QF | J200 Hammamet | 2026-01-13,45 pts | BASE | J100 | RU | J100 Accra | 2025-10-06,45 pts | BASE | J60 | WR | J60 Megrine | 2025-08-26,27 pts | BASE | J100 | SF | J100 Accra | 2025-09-29,15 pts | BASE | J100 | QF | J100 Monastir | 2026-04-28,15 pts | BASE | J100 | QF | J100 Hammam Sousse | 2025-08-19,2026-06-02,2026-06-02T23:19:32.295Z
246,263,17,800647681,Hanne Estrada Cortes,F,MEX,Mexico,2009,357,375,18,244,524,131,6,6,2,36,1,0,true,60 pts | BASE | J100 | RU | J100 Luque | 2026-04-06,60 pts | BASE | J200 | QF | J200 Asuncion | 2026-03-30,60 pts | BASE | J200 | QF | J200 Veracruz | 2025-06-23,36 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,10 pts | BASE | J60 | QF | J60 Veracruz | 2025-06-09,157 pts | BASE | J300 | RU | J300 Asuncion (Junior Pan American Games) | 2025-08-11,75 pts | BASE | J300 | QF | J300 Tucson | 2026-03-09,75 pts | BASE | J200 | SF | J200 Santa Cruz | 2025-11-03,75 pts | BASE | J200 | SF | J200 Montreal | 2025-09-08,75 pts | BASE | J200 | SF | J200 Veracruz | 2025-06-23,67 pts | BASE | J500 | R16 | J500 Merida | 2025-11-24,2026-06-02,2026-06-02T23:19:32.296Z
247,246,-1,800745722,Mai Sasaki,F,JPN,Japan,2010,374.5,374.5,0,328,186,46.5,6,6,1,5,0,0,true,100 pts | BASE | J300 | QF | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,60 pts | BASE | J60 | WR | J60 Singapore | 2026-02-09,60 pts | BASE | J60 | WR | J60 Hong Kong | 2026-01-20,36 pts | BASE | J60 | RU | J60 Miki City | 2026-05-27,36 pts | BASE | J200 | R16 | J200 Nonthaburi | 2026-02-23,36 pts | BASE | J200 | R16 | J200 Tainan | 2025-11-25,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J300 | R16 | J300 Nonthaburi | 2026-03-02,27 pts | BASE | J200 | R16 | J200 Nonthaburi | 2026-02-23,27 pts | BASE | J60 | RU | J60 Hong Kong | 2026-01-20,27 pts | BASE | J100 | SF | J100 Changhua | 2025-11-18,15 pts | BASE | J100 | QF | J100 Kawaguchi | 2025-09-10,2026-06-02,2026-06-02T23:19:32.295Z
247,247,0,800663836,Liv Zingg,F,GBR,Great Britain,2011,374.5,374.5,0,304,282,70.5,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Lima | 2026-05-04,60 pts | BASE | J100 | RU | J100 Loughborough | 2025-12-01,36 pts | BASE | J100 | SF | J100 Varnamo | 2026-05-18,36 pts | BASE | J200 | R16 | J200 Siauliai | 2026-02-17,36 pts | BASE | J100 | SF | J100 Hammam Sousse | 2025-08-19,36 pts | BASE | J60 | RU | J60 San Marino | 2025-07-29,75 pts | BASE | J300 | QF | J300 Tucson | 2026-03-09,75 pts | BASE | J100 | WR | J100 Hammam Sousse | 2025-08-19,45 pts | BASE | J200 | QF | J200 Siauliai | 2026-02-17,45 pts | BASE | J100 | RU | J100 Aridea | 2025-09-29,27 pts | BASE | J60 | RU | J60 Schifflange | 2025-08-04,15 pts | BASE | J100 | QF | J100 Lima | 2026-05-04,2026-06-02,2026-06-02T23:19:32.295Z
249,248,-1,800694619,Ailish Garcia Fernandez,F,ESP,Spain,2010,373.5,373.5,0,312,246,61.5,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Blagnac | 2026-03-16,60 pts | BASE | J60 | WR | J60 Colomiers | 2026-03-09,60 pts | BASE | J60 | WR | J60 Rabat | 2025-10-06,60 pts | BASE | J60 | WR | J60 Porto | 2025-08-11,36 pts | BASE | J100 | SF | J100 Lousada | 2026-05-11,36 pts | BASE | J100 | SF | J100 Manacor | 2026-01-26,75 pts | BASE | J300 | QF | J300 Sanxenxo | 2025-09-23,45 pts | BASE | J60 | WR | J60 Majadahonda | 2025-10-14,45 pts | BASE | J60 | WR | J60 Rabat | 2025-10-06,27 pts | BASE | J100 | SF | J100 Lousada | 2026-05-18,27 pts | BASE | J100 | SF | J100 Rabat | 2026-05-04,27 pts | BASE | J100 | SF | J100 Alicante | 2026-04-06,2026-06-02,2026-06-02T23:19:32.295Z
250,249,-1,800596707,Constanza Fernandez Rincon,F,MEX,Mexico,2008,370,370,0,297,292,73,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Istres | 2026-04-06,60 pts | BASE | J200 | QF | J200 Cap d'Ail | 2026-03-30,60 pts | BASE | J100 | RU | J100 Aridea | 2025-09-29,45 pts | BASE | J500 | R32 | J500 Merida | 2025-11-24,36 pts | BASE | J200 | R16 | J200 St. Poelten | 2026-05-05,36 pts | BASE | J200 | R16 | J200 Punta Cana | 2026-02-16,105 pts | BASE | J300 | SF | J300 Villena | 2026-03-16,75 pts | BASE | J300 | QF | J300 Plovdiv | 2026-04-28,67 pts | BASE | J500 | R16 | J500 Merida | 2025-11-24,15 pts | BASE | J100 | QF | J100 Manacor | 2026-01-26,15 pts | BASE | J100 | QF | J100 Aridea | 2025-10-06,15 pts | BASE | J100 | QF | J100 Aridea | 2025-09-29,2026-06-02,2026-06-02T23:19:32.295Z
251,250,-1,800601508,Ana Ioana Varsa,F,ROU,Romania,2009,367.5,367.5,0,312,222,55.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Bucharest | 2026-05-25,60 pts | BASE | J300 | R16 | J300 Casablanca | 2026-02-09,60 pts | BASE | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | BASE | J60 | WR | J60 Ioannina | 2025-07-14,36 pts | BASE | J200 | R16 | J200 Targu Jiu | 2026-05-18,36 pts | BASE | J200 | R16 | J200 Florence | 2026-04-01,45 pts | BASE | J200 | QF | J200 Targu Jiu | 2026-05-18,45 pts | BASE | J200 | QF | J200 Villach | 2026-04-27,45 pts | BASE | J60 | WR | J60 Timisoara | 2025-06-24,45 pts | BASE | J60 | WR | J60 Bistrita | 2025-06-17,27 pts | BASE | J100 | SF | J100 Timisoara | 2025-07-01,15 pts | BASE | J100 | QF | J100 Bucharest | 2026-05-25,2026-06-02,2026-06-02T23:19:32.295Z
252,251,-1,800593756,Anna Mihalka,F,HUN,Hungary,2009,367.25,367.25,0,236,525,131.25,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Budapest | 2026-05-12,36 pts | BASE | J100 | SF | J100 Nicosia | 2025-11-10,30 pts | BASE | J300 | R32 | J300 Vrsar | 2026-03-23,30 pts | BASE | J30 | WR | J30 Dunakeszi | 2025-11-25,20 pts | BASE | J100 | QF | J100 Alicante | 2026-04-06,20 pts | BASE | J100 | QF | J100 Chisinau | 2026-02-23,150 pts | BASE | J200 | WR | J200 Villach | 2026-04-27,75 pts | BASE | J100 | WR | J100 Budapest | 2026-05-12,75 pts | BASE | J100 | WR | J100 Chisinau | 2026-02-23,75 pts | BASE | J200 | SF | J200 Szekesfehervar | 2025-10-22,75 pts | BASE | J100 | WR | J100 Budapest | 2025-08-26,75 pts | BASE | J100 | WR | J100 Pazardzhik | 2025-06-16,2026-06-02,2026-06-02T23:19:32.295Z
253,252,-1,800775735,Jiayi Sun,F,CHN,"China, P.R.",2010,364.5,364.5,0,282,330,82.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Wuhan | 2026-04-21,60 pts | BASE | J60 | WR | J60 Guangzhou | 2026-01-19,60 pts | BASE | J60 | WR | J60 Shenzhen | 2025-12-02,36 pts | BASE | J60 | RU | J60 Chengdu | 2026-04-27,36 pts | BASE | J200 | R16 | J200 Nanjing | 2025-09-09,30 pts | BASE | J300 | R32 | J300 Beijing | 2025-09-16,75 pts | BASE | J100 | WR | J100 Wuhan | 2026-04-21,75 pts | BASE | J200 | SF | J200 Nanjing | 2025-09-09,45 pts | BASE | J60 | WR | J60 Chengdu | 2026-04-27,45 pts | BASE | J60 | WR | J60 Guangzhou | 2026-04-14,45 pts | BASE | J60 | WR | J60 Shenzhen | 2025-12-02,45 pts | BASE | J300 | R16 | J300 Beijing | 2025-09-16,2026-06-02,2026-06-02T23:19:32.296Z
254,253,-1,800659996,Tamina Kochta,F,GER,Germany,2009,361.75,361.75,0,240,487,121.75,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Rutesheim | 2025-08-05,36 pts | BASE | J200 | R16 | J200 Villach | 2026-04-27,36 pts | BASE | J100 | SF | J100 Alicante | 2026-04-06,36 pts | BASE | J200 | R16 | J200 Benicarlo | 2026-03-10,36 pts | BASE | J200 | R16 | J200 Valencia | 2026-03-02,36 pts | BASE | J60 | RU | J60 Offenbach | 2026-01-14,112 pts | BASE | J500 | QF | J500 Offenbach | 2026-05-04,105 pts | BASE | J300 | SF | J300 Pancevo | 2025-08-18,105 pts | BASE | J200 | RU | J200 Rutesheim | 2025-08-05,75 pts | BASE | J100 | WR | J100 Alicante | 2026-04-06,45 pts | BASE | J300 | R16 | J300 Villena | 2026-03-16,45 pts | BASE | J60 | WR | J60 Arlon | 2025-12-30,2026-06-02,2026-06-02T23:19:32.296Z
255,254,-1,800715977,Iva Ivankovic,F,SUI,Switzerland,2010,361.5,361.5,0,310,206,51.5,6,6,0,0,0,0,false,100 pts | BASE | J300 | QF | J300 Vrsar | 2026-03-23,60 pts | BASE | J100 | RU | J100 Lousada | 2026-05-11,60 pts | BASE | J100 | RU | J100 The Hague | 2026-02-17,60 pts | BASE | J60 | WR | J60 Pszczyna | 2025-11-12,20 pts | BASE | J100 | QF | J100 Verbier | 2025-06-30,10 pts | BASE | J60 | QF | J60 Nice | 2026-04-21,67 pts | BASE | J500 | R16 | J500 Offenbach | 2026-05-04,45 pts | BASE | J300 | R16 | J300 Vrsar | 2026-03-23,27 pts | BASE | J100 | SF | J100 Hamburg | 2026-03-09,27 pts | BASE | J100 | SF | J100 The Hague | 2026-02-17,25 pts | BASE | J30 | WR | J30 Agno | 2025-11-03,15 pts | BASE | J100 | QF | J100 Lousada | 2026-05-11,2026-06-02,2026-06-02T23:19:32.296Z
256,255,-1,800653761,Micaela Moro Pleuss,F,PER,Peru,2008,361,361,0,273,352,88,6,6,0,0,0,0,false,60 pts | BASE | J60 | WR | J60 Chiclayo | 2025-11-17,60 pts | BASE | J60 | WR | J60 Curitiba | 2025-07-07,45 pts | BASE | J500 | R32 | J500 Gaspar | 2026-03-16,36 pts | BASE | J100 | SF | J100 Chiclayo | 2025-11-24,36 pts | BASE | J200 | R16 | J200 La Paz | 2025-11-10,36 pts | BASE | J200 | R16 | J200 Salta | 2025-10-06,75 pts | BASE | J300 | QF | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,75 pts | BASE | J300 | QF | J300 Lima | 2026-02-09,67 pts | BASE | J500 | R16 | J500 Gaspar | 2026-03-16,45 pts | BASE | J60 | WR | J60 Chiclayo | 2025-11-17,45 pts | BASE | J200 | QF | J200 La Paz | 2025-11-10,45 pts | BASE | J200 | QF | J200 Salta | 2025-10-06,2026-06-02,2026-06-02T23:19:32.296Z
257,256,-1,800708405,Miyu Nishiwaki,F,JPN,Japan,2010,360.75,360.75,0,266,379,94.75,6,6,1,5,0,0,true,60 pts | BASE | J300 | R16 | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,60 pts | BASE | J100 | RU | J100 Burnie | 2026-02-03,60 pts | BASE | J100 | RU | J100 Auckland | 2026-01-27,36 pts | BASE | J100 | SF | J100 Launceston | 2026-02-09,30 pts | BASE | J300 | R32 | J300 Kuching | 2026-04-07,20 pts | BASE | J100 | QF | J100 Cairo | 2025-08-18,112 pts | BASE | J500 | QF | J500 Osaka | 2025-09-22,75 pts | BASE | J100 | WR | J100 Burnie | 2026-02-03,75 pts | BASE | J100 | WR | J100 Cairo | 2025-08-04,45 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,45 pts | BASE | J60 | WR | J60 Miki City | 2025-06-04,27 pts | BASE | J100 | SF | J100 Auckland | 2026-01-27,2026-06-02,2026-06-02T23:19:32.296Z
258,257,-1,800700177,Ciara Harding,F,USA,USA,2009,360.5,360.5,0,252,434,108.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Bogota | 2025-07-14,45 pts | BASE | J500 | R32 | J500 Fort Lauderdale | 2025-12-08,45 pts | BASE | J500 | R32 | J500 Osaka | 2025-09-22,36 pts | BASE | J200 | R16 | J200 College Grove | 2026-05-04,36 pts | BASE | J200 | R16 | J200 Chuncheon | 2025-09-30,30 pts | BASE | JGS | R64 | Australian Open Junior Championships | 2026-01-24,105 pts | BASE | J200 | RU | J200 Bogota | 2025-07-14,75 pts | BASE | J200 | SF | J200 Florence | 2026-04-01,75 pts | BASE | J200 | SF | J200 Gladbeck | 2025-06-17,67 pts | BASE | J500 | R16 | J500 Merida | 2025-11-24,67 pts | BASE | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | BASE | J300 | R16 | J300 San Diego (North American Regional Championships) | 2026-03-16,2026-06-02,2026-06-02T23:19:32.296Z
259,258,-1,800668270,Rozalie Vrajikova,F,CZE,Czechia,2009,359.5,359.5,0,264,382,95.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Prague | 2025-06-30,60 pts | BASE | J100 | RU | J100 Sobota | 2025-06-03,36 pts | BASE | J100 | SF | J100 Sobota | 2026-05-26,36 pts | BASE | J200 | R16 | J200 Targu Jiu | 2026-05-18,36 pts | BASE | J200 | R16 | J200 Aldershot | 2026-04-20,36 pts | BASE | J100 | SF | J100 Trnava | 2026-02-17,105 pts | BASE | J200 | RU | J200 Florence | 2026-04-01,75 pts | BASE | J100 | WR | J100 Trnava | 2026-02-17,67 pts | BASE | J500 | R16 | J500 Offenbach | 2026-05-04,45 pts | BASE | J200 | QF | J200 Aldershot | 2026-04-20,45 pts | BASE | J300 | R16 | J300 Vrsar | 2026-03-23,45 pts | BASE | J200 | QF | J200 Basel | 2025-07-29,2026-06-02,2026-06-02T23:19:32.296Z
260,259,-1,800715880,Charlize Celebrini,F,CAN,Canada,2009,359,359,0,266,372,93,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Woodbridge | 2026-04-07,60 pts | BASE | J200 | QF | J200 Las Vegas | 2026-03-02,60 pts | BASE | J60 | WR | J60 San Jose | 2026-01-05,36 pts | BASE | J100 | SF | J100 Quebec City | 2025-09-15,30 pts | BASE | J300 | R32 | J300 San Diego (North American Regional Championships) | 2026-03-16,20 pts | BASE | J100 | QF | J100 Zapopan | 2025-11-10,105 pts | BASE | J200 | RU | J200 Las Vegas | 2026-03-02,75 pts | BASE | J100 | WR | J100 Calgary | 2026-05-25,75 pts | BASE | J200 | SF | J200 Woodbridge | 2026-04-07,45 pts | BASE | J300 | R16 | J300 San Diego (North American Regional Championships) | 2026-03-16,45 pts | BASE | J300 | R16 | J300 Repentigny | 2025-08-24,27 pts | BASE | J100 | SF | J100 Woodbridge | 2025-10-20,2026-06-02,2026-06-02T23:19:32.296Z
261,260,-1,800699757,Sera Park,F,KOR,"Korea, Rep.",2010,358.5,358.5,0,288,282,70.5,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 San Jose | 2026-05-04,60 pts | BASE | J300 | R16 | J300 Lima | 2026-02-09,60 pts | BASE | J60 | WR | J60 Anapoima | 2025-12-01,36 pts | BASE | J200 | R16 | J200 Asuncion | 2026-03-30,36 pts | BASE | J200 | R16 | J200 Punta Cana | 2026-02-16,36 pts | BASE | J200 | R16 | J200 Bogota | 2025-07-14,105 pts | BASE | J200 | RU | J200 La Paz | 2025-11-10,75 pts | BASE | J100 | WR | J100 San Jose | 2026-04-27,45 pts | BASE | J200 | QF | J200 Las Vegas | 2026-03-02,27 pts | BASE | J200 | R16 | J200 Santa Cruz | 2025-11-03,15 pts | BASE | J100 | QF | J100 San Jose | 2026-05-04,15 pts | BASE | J100 | QF | J100 Mount Pleasant | 2026-04-20,2026-06-02,2026-06-02T23:19:32.296Z
261,261,0,800708182,Ching Ying Chen,F,TPE,Chinese Taipei,2009,358.5,358.5,0,276,330,82.5,6,6,0,0,0,0,false,60 pts | BASE | J200 | QF | J200 Tainan | 2025-11-25,60 pts | BASE | J60 | WR | J60 Nonthaburi | 2025-10-20,60 pts | BASE | J100 | RU | J100 Kuala Lumpur | 2025-09-09,36 pts | BASE | J60 | RU | J60 Singapore | 2025-08-25,30 pts | BASE | J300 | R32 | J300 Nonthaburi | 2026-03-02,30 pts | BASE | J300 | R32 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,75 pts | BASE | J200 | SF | J200 Tainan | 2025-11-25,75 pts | BASE | J100 | WR | J100 Kuching | 2025-09-02,45 pts | BASE | J100 | RU | J100 Huzhou | 2026-05-18,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J60 | WR | J60 Nonthaburi | 2025-10-27,45 pts | BASE | J60 | WR | J60 Nonthaburi | 2025-10-20,2026-06-02,2026-06-02T23:19:32.296Z
263,262,-1,800684509,Rito Arima,F,JPN,Japan,2008,357,357,0,222,540,135,6,6,0,0,0,0,false,60 pts | BASE | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,36 pts | BASE | J200 | R16 | J200 Tainan | 2025-11-25,36 pts | BASE | J200 | R16 | J200 Miki | 2025-09-16,20 pts | BASE | J100 | QF | J100 Kawaguchi | 2025-09-10,10 pts | BASE | J60 | QF | J60 Nonthaburi | 2025-06-30,105 pts | BASE | J200 | RU | J200 Kuala Lumpur | 2026-04-14,105 pts | BASE | J300 | SF | J300 New Delhi | 2026-01-05,105 pts | BASE | J200 | RU | J200 Tainan | 2025-11-25,75 pts | BASE | J200 | SF | J200 Gurugram | 2026-01-12,75 pts | BASE | J100 | WR | J100 Seoul | 2025-11-04,75 pts | BASE | J100 | WR | J100 Andong | 2025-10-28,2026-06-02,2026-06-02T23:19:32.296Z
264,264,0,800671701,Nouk Kleinenberg,F,NED,Netherlands,2009,355,355,0,292,252,63,6,6,0,0,0,0,false,100 pts | BASE | J100 | WR | J100 Hanko | 2026-03-30,60 pts | BASE | J60 | WR | J60 Nicosia | 2025-11-03,36 pts | BASE | J200 | R16 | J200 Prato | 2026-05-05,36 pts | BASE | J200 | R16 | J200 Salsomaggiore | 2026-04-27,30 pts | BASE | J30 | WR | J30 Hoofddorp | 2025-09-23,30 pts | BASE | J30 | WR | J30 Rotterdam | 2025-09-16,45 pts | BASE | J100 | RU | J100 Hanko | 2026-03-30,45 pts | BASE | J100 | RU | J100 The Hague | 2026-02-17,45 pts | BASE | J200 | QF | J200 Hammamet | 2026-01-13,45 pts | BASE | J60 | WR | J60 Heiveld | 2025-10-27,45 pts | BASE | J60 | WR | J60 Arnhem | 2025-10-14,27 pts | BASE | J60 | RU | J60 Eindhoven | 2025-07-22,2026-06-02,2026-06-02T23:19:32.296Z
265,265,0,800636229,Mariia Lazarenko,F,UKR,Ukraine,2008,354.75,354.75,0,336,75,18.75,4,1,0,0,0,0,false,140 pts | BASE | J200 | RU | J200 Vigo | 2025-09-30,100 pts | BASE | J100 | WR | J100 Moenchengladbach | 2025-07-14,60 pts | BASE | J100 | RU | J100 Clermont-Ferrand | 2025-08-25,36 pts | BASE | J200 | R16 | J200 Valencia | 2026-03-02,,,75 pts | BASE | J100 | WR | J100 Clermont-Ferrand | 2025-08-25,,,,,,2026-06-02,2026-06-02T23:19:32.296Z
266,266,0,800743801,FANGYU SHANG,F,CHN,"China, P.R.",2010,353,353,0,290,252,63,6,6,0,0,0,0,false,60 pts | BASE | J100 | RU | J100 Fujairah | 2026-01-05,60 pts | BASE | J60 | WR | J60 Tirana | 2025-09-22,60 pts | BASE | J60 | WR | J60 Skopje | 2025-08-11,60 pts | BASE | J60 | WR | J60 Skopje | 2025-08-04,30 pts | BASE | J300 | R32 | J300 Kuching | 2026-04-07,20 pts | BASE | J100 | QF | J100 Huzhou | 2026-05-18,45 pts | BASE | J300 | R16 | J300 Kuching | 2026-04-07,45 pts | BASE | J100 | RU | J100 Fujairah | 2026-01-05,45 pts | BASE | J200 | QF | J200 Cairo | 2025-11-03,45 pts | BASE | J60 | WR | J60 Tirana | 2025-09-22,45 pts | BASE | J60 | WR | J60 Skopje | 2025-08-11,27 pts | BASE | J100 | SF | J100 Huzhou | 2026-05-18,2026-06-02,2026-06-02T23:19:32.296Z
267,309,42,800603080,Cindy Langlais,F,FRA,France,2009,300,352.5,52.5,240,450,112.5,6,6,2,120,1,1,true,100 pts | BASE | J100 | WR | J100 Alicante | 2026-04-06,60 pts | BASE | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,30 pts | LIVE | JGS | R64 | Roland Garros Junior Championships | 2026-05-31,30 pts | BASE | J300 | R32 | J300 Bytom | 2025-07-22,20 pts | BASE | J100 | QF | J100 Bruchkoebel | 2025-06-24,0 pts | BASE | J200 | R32 | J200 Mugla | 2025-09-29,135 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J100 | WR | J100 Alicante | 2026-04-06,75 pts | BASE | J200 | SF | J200 Mugla | 2025-09-29,75 pts | BASE | J100 | WR | J100 Bruchkoebel | 2025-06-24,0 pts | BASE | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,2026-06-02,2026-06-02T23:19:32.297Z
